sentimen,Tweet,sentimen-text,Target
 1,thanks wey sebab kau berani lagi tegur aku walaupun aku dah tak suke,Positive,Negative
 2,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant ,Negative,Positive
 2,bener kalo kita merasa dia berubah dari awal ketemu sebenernya dia ga berubah tapi itulah sifat aslinya dia dulu dia baik ,Negative,Negative
 1,aku suka perempuan yang susah nak dapat tapi tulah susah betul nak dapat ,Positive,Positive
 2,koreaelatan jerman kudampingi kau dari nol sampai mapan eh kamu malah pilih yg lain buat ke pelaminan ,Negative,Negative
 2,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa ,Negative,Negative
 1,aku suka jinkook ,Positive,Positive
 2,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir ,Negative,Negative
 2,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei ,Negative,Negative
 2,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,Negative,Negative
 1,aku tahu kau boleh sabar k ,Positive,Positive
 1,aku sumpah cheese ni penyelesaian segala masalah kat malaysia nak kedai makan laris jual makanan dengan cheese nak b ,Positive,Positive
 2,owalah wo prabowo kamu ini yg dukung ulama 212 fpi dkk pks dan partainya amien rais lha kok pake analogi godfather o ,Negative,Negative
 1,jika aku bisa memutar kembali waktu aku tidak akan memutarnya karena aku tau kamu sdh bahagia dan beginilah seharusnya ,Positive,Positive
 2,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini ,Negative,Negative
 1,aku xpernah tengok mak bahagia sebahagia dye hidup dengan pakcik mak yg dulunya sedih susah dah mule ade sinar bah ,Positive,Positive
 2,aku ga bilang ini bakal negatif ya tapi aku cuma mau jaga2 aja kapok lah disalahkan terus penilaian negatif keti ,Negative,Negative
 2,tak okay langsung sampai nak video call apa bagai gatal apaa kalau aku mmg tak okay aku yg ada kawan lel ,Negative,Negative
 2,gf u ni mmg babi babi babi babi bf gf dah lah tak hensem babi pulak tu pergi mampos jela ingat aku hadap ke kau ,Negative,Negative
 2,haa ini ya mana aku tau yg jual bra mas mas gara dia sekarang kalo chat seller shopee aku ga pernah lagi mangg ,Negative,Negative
 2,percuma baik kalo gak mau sama aku ,Negative,Negative
 1,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu ,Positive,Positive
 2,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,Negative,Negative
 2,aku berharap aku gak megang kelas bawah lagi ,Negative,Positive
 1,kok aku minat yg 20 ya pen nonton magic kaito berapaan ,Positive,Negative
 2,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa ,Negative,Positive
 2,aku join sekali tambah syiling biar mampos jahanam dua ekor tu,Negative,Negative
 2,aku ngiwo koe nengen aku lungo ojo kangen ,Negative,Positive
 2,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,Negative,Negative
 2,ketika aku cemburu dan marah pada mu jangan bosan untuk menjelaskan kebenarannyaabar dengan sikapku yang kadang melelahka ,Negative,Negative
 1,kalau kamu mau dihormati harus mau menghormati,Positive,Positive
 1,ambik aku pls hahahahaha,Positive,Negative
 2,aku penat korang nampak aku main tapi dalaman aku perasaan aku jangan nak sesuka hati judge org ,Negative,Negative
 1,aku di bilang akun bisyar receh katanya iya gpp kok klo yg berasa highclass seh beda ya di senyumin aja ,Positive,Negative
 2,tu lah aku letih la jgok nk delete bendo tulo ni dio jd automatic post sediri,Negative,Negative
 1,ya tuhanku jadikanlah negeri ini mekah negeri yang aman dan jauhkanlah aku beserta anak cucuku daripada menyem ,Positive,Negative
 2,gemas banget ya allah wkwkwk ini orderan dari tgl 10 belum dikirim ownernya sempet tlp sih barang kosong jadi ra ,Negative,Positive
 2,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia ,Negative,Positive
 2,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in r ,Negative,Negative
 2,ka kalo suka bilang jangan di empet empet kalo ngelarang ngelarang jdi aku tau alesannya,Negative,Positive
 2,memang aku ni salah je di mata orang takde satu kebaikan pun yang aku buat yang orang akan hargai terima kasih untuk selama ini ,Negative,Positive
 2,jadi apa kamu percaya kata orang orang itu tanyaku mengapa harus aku percayaemua orang bebas berpendapat ,Negative,Negative
 2,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau tak t ,Negative,Negative
 2,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mampu ,Negative,Negative
 1,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah ,Positive,Negative
 1,aku nk bantu dia slagi aku mampu ,Positive,Positive
 1,kamu belum tentu lebih baik darinya dia belum tentu lebih baik darimu di balik fakta siapa lebih kaya secara materi le ,Positive,Negative
 2,pejantan alfa amp induknya dibunuh leher bayinya diikat karena akan dijadikan hewan peliharaan jangan beli amp pelihara anak ,Negative,Negative
 2,aku dulu lahir di jogja jogja dijuluki kota berhati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit ,Negative,Positive
 2,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu ,Negative,Negative
 1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha ,Positive,Negative
 2,iya kak maaf aku salah ,Negative,Negative
 1,boleh tak aku nak cakap yang aku dah minat drama korea hahahha sial lah hahahaha,Positive,Negative
 2,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,Negative,Negative
 2,rasanya kebas perasaan marah sedih kecewa ga bisa dirasain lagi entah kemampuan mengolah rasa semakin baik atau ,Negative,Negative
 2,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak ,Negative,Negative
 1,sesungguhnya aku hanya tinggal bersabar dan mematuhi nasihat baik kebaikan yang kulakukan adalah untukku,Positive,Positive
 1,gag aku mah baik,Positive,Positive
 1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan ,Positive,Negative
 2,aku tak faham betul lelaki tak suka perempuan pakai makeup ,Negative,Negative
 2,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,Negative,Negative
 2,perempuan sampah perempuan tu eh yg sampai aku tak ,Negative,Negative
 2,bodo betul aku terhibur bodo ada member ceni ,Negative,Negative
 1,acara keren enterpreneurchool 2018 yg diadain sama ini wajib kamu datengin deh intelektual muda apalagi ,Positive,Positive
 1,andai pun kita menyerah dan berkata sudah kau dan aku adalah kita yang terindah ,Positive,Negative
 2,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini ,Negative,Negative
 2,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga ,Negative,Negative
 2,dulu aku selalu dengar orang kata menangis tanpa keluar suara itu lah sakit yg paling mendalam sebenarnya now i feel that ,Negative,Negative
 2,jadi pengen ngmg sepenggal kalimat yg sering jun ucapin di ff itu ayo bertengkar aku gasuka liat kalian rukun ,Negative,Negative
 2,sebenarnya takyah la ciri yang bagus pun biar la dia gelap ke kerja cukup makan ke bila dah sayang dia la paling ,Negative,Negative
 1,pintar itu harus beradab klo hanya pintar aja iblis juga pintar apakah anda juga iblis aku lebih ,Positive,Negative
 2,takkan aku nak curi feedback orang semata2 nak attract cust tu bukan cara aku bisnes ada jatuh bangun ni mental kena kuat,Negative,Negative
 2,aku lagi berhalangan ,Negative,Negative
 2,aku semalam hundred percent takde moodampai kan shuben peluk aku then sayang kenapa ni marah marah abang kan a ,Negative,Negative
 2,apa guna aku amik lesen kalau tak bagi aku driveupportla anak ni sikittttt hem ,Negative,Negative
 1,jangan percaya dengan apa yang sedang kamu baca termasuk tweet ini ingin ngakak sendiri saat nulis ini ,Positive,Negative
 2,tydack percaya aku ,Negative,Positive
 2,aku tak boleh kalau orang tengok aku buat kerja automatik jadi bodoh,Negative,Negative
 2,ku kira aku introvert ternyata karna nga punya uang aja jadi males ke mana mana ,Negative,Negative
 1,awalnya mereka mentertawai apa yg kamu ciptakan lalu mereka mengikuti apa yg kamu ciptakan selanjutnya mereka bangga dg ,Positive,Positive
 1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha ,Positive,Negative
 1,yang tau aku ya cuma aku sendiri sama tuhan jadi jangan pernah ngejudge seenaknya ,Positive,Negative
 2,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn ,Negative,Negative
 1,aku yang baik ,Positive,Positive
 1,saya suka video aku tanya pak jokowi pakai bahasa jawa ,Positive,Positive
 2,nuduh selingkuh kok habis putus kamu kok kayak aziz gagap lucumu garing,Negative,Negative
 1,aku teringat ke hehe,Positive,Positive
 2,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir ,Negative,Negative
 2,aku oleng nder,Negative,Negative
 1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,Positive,Negative
 2,sayang maaf aku egois aku pengen balikan yuk kita putus ,Negative,Negative
 1,akan ada masa dimana kamu yg dulunya selalu ngasih kabar ke orang tua dengan ucapan sprti ini ma pak uang anakmu habis ,Positive,Negative
 2,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,Negative,Negative
 2,tapi dlm hati ngedumel dan kesel liat calon2 tentara ini yg gak ngerti budaya antri pengen juga kubilang mas nya ,Negative,Negative
 2,kenapa nasib aku selalu malang ,Negative,Positive
 2,argh semua sembang penat dah ajak semua busy koyak aku,Negative,Negative
 2,kekadang rasa nak sakit je terlantar dekat hospitalebab aku nak tengok siapa yang peduli datang tengok aku selain family ,Negative,Negative
 1,tuhan bijakkanlah aku dalam mengkhawatirkan masa depanku agar aku tak melumpuhkan masa kini ku,Positive,Negative
 2,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp ,Negative,Negative
 2,mu maaf kalau disgusting aku lagi bruntusan banget wajah banyak bopeng dan banyak noda hitam bagusnya pakai a ,Negative,Negative
 1,aku tak akan menarik kembali kata kataku karena itulah jalan ninjaku ,Positive,Negative
 1,jika kamu ingin melupakan rasa marah terhadap seseorang ingatlah kebaikannya ,Positive,Positive
 2,marahin aku tu koooo kompor,Negative,Negative
 1,pertama kalinya ada yg ngadain ga sekaligus 2x baik bgt kakanya terhura aku ,Positive,Positive
 2,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini ,Negative,Negative
 1,aku lebih mencintai orang yang menegurku daripada orang yang memujiku kerana orang yang menegurku sebenarnya menyelama ,Positive,Positive
 2,aku tak faham betul lelaki tak suka perempuan pakai makeup ,Negative,Negative
 1,kalo dia anggap kamu sahabat mau semarah apapun dia gak akan bisa benci lama lama pasti balik lagi ,Positive,Negative
 1,bukan nak kata aku ni berani tapi kita tak boleh takut sangat dengan benda ni kita kena takut dengan allah je tapi ke ,Positive,Negative
 1,aku merasakan sebuah pencerahan hari ini ,Positive,Positive
 1,aku terhibur dendangan si ikan kaloi td talented huwaaaa,Positive,Negative
 1,haha mau ketawa ngakak di depan muka kamu boleh gasih ,Positive,Negative
 2,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan ju ,Negative,Negative
 2,if you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s ,Negative,Negative
 1,aku mulai mendewasakan cinta membiarkan kata katamu amarahmu egoismu keras kepalamu lepas dari tubuhmuedangkan aku ,Positive,Negative
 2,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,Negative,Negative
 2,kalian anak smk suka kesel gak sih kalo diejek otaknya cetek sama anak sma kan kadang adatuh anak sma yg sok die ,Negative,Negative
 2,sekelas jack ma aja males mati di kantor lah aku ,Negative,Negative
 2,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok ,Negative,Negative
 2,duh serem,Negative,Negative
 2,see sapa yang paling bullshit ,Negative,Negative
 2,aku ambyar ,Negative,Negative
 2,cuma nk cakap la aku tak pernah rasa sebodoh ini time math yew,Negative,Negative
 2,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public ,Negative,Negative
 2,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,Negative,Negative
 2,aku kalo ibuku ngomong jangan males begitu nanti kamu punya anak males juga dalem hat ,Negative,Negative
 1,malu ah keliatan menel aku wkwkwkwkwk,Positive,Negative
 2,bodola emma tak jadi aku nak murung harini ,Negative,Negative
 1,ada aku ,Positive,Positive
 2,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm,Negative,Negative
 2,shit susah sial muka cina semua dtg kat aku and just shoot me up with mandarin dayum boi ,Negative,Negative
 2,satu je aku kalau dah fed up mmg aku fed up ah tu tak kisah la dgn sapa 2 pun ,Negative,Negative
 2,hah lagi kamu tuh cari tempat yang enak jgn di kebon belakang rumah pak rw ya jelas digrebek ,Negative,Negative
 1,aku suka lovitta amp aliqa ,Positive,Positive
 1,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man ,Positive,Positive
 1,senangnya aku klo km ajak ke sana,Positive,Positive
 2,takada masa aku susah,Negative,Negative
 1,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka ,Positive,Negative
 2,kayanya aku gak pernah untung give away hmm,Negative,Negative
 2,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena ,Negative,Positive
 1,mu gemes banget adminnya aku ga jadi marah ,Positive,Negative
 2,nggak butuh alesan aku bisa bicara apa aja sama kamu nyaman,Negative,Positive
 2,kuat sangat hantu kat rumah aku ni ,Negative,Negative
 2,aku bukan orang kelantan but sometimes muak jugak aku dengan tweet macam ni be more specific la mention orang tu better ca ,Negative,Negative
 1,aku pernah gak buat gini tapi apesal tak baik baik jugak hahahahawau,Positive,Negative
 1,seseorang yang berarti tak akan dengan mudah kamu miliki jika kamu sungguh mencintai jangan pernah berhenti berusaha untuk hati ,Positive,Positive
 1,kalau itu mah aku juga ngerti atuh ,Positive,Negative
 2,nampak reaction muka aku lain macam please jangan tegur takut kemurungan seharian,Negative,Negative
 2,bukan aku ni feminism ke ape cume pelik bila lelaki tegur perempuan tapi still dorng punye masih tak terjaga ki ,Negative,Negative
 2,bodo amat aku mah kak tik wkwkwk,Negative,Negative
 2,aku selalu berkorban dan rela mengorbankan perasaan demi kamu tapiemua ga ada artinya dimata kamu  ,Negative,Negative
 2,kamu nyindir aku yha hahaha yang aku anggep temen tuh dikit tapi kenalanku banyak gatau ya semakin dewasa circ ,Negative,Negative
 2,bodo betul aku terhibur bodo ada member ceni ,Negative,Negative
 1,aku tahu didepanku banyak halangan dan rintangan tapi aku tak akan berhenti dan menyerah ,Positive,Positive
 2,aku suka kaler ni tapi kalau aku pakai dah boleh agak dah buruk nya macam mana ,Negative,Negative
 1,lah kan emang cantik dek masa iya ganteng kalo kamu ganteng trs gua apaan dek ,Positive,Positive
 1,wow aku salute org yg ada kesabaran yg tinggi niiiii huhuhu,Positive,Positive
 2,hehe kenapa gitu takut aku pingsan tibatiba ya g,Negative,Negative
 2,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu ,Negative,Negative
 1,kalo di surabaya liat cece cece ngomong kayak anak jaksel tapi logat e suroboyo gyettt be like lah ya ntik gua pick up ,Positive,Positive
