NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,KRITERIA_BARANG
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,301520,
CRUDE PALM OIL,CRUDE PALM OIL,301860,CPO
PALM KERNEL,PALM KERNEL,302180,
Crude Palm Oil,CRUDE PALM OIL,302280,CPO
CPO ,CPO,302390,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 057/ANJ-TN/CPO/08/21 Tanggal 03 Agustus 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 057 ANJ TN CPO 08 21 TANGGAL 03 AGUSTUS 2021,302390,
CRUDE PALM OIL,CRUDE PALM OIL,302460,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 074/ANJ-TN/CPO/11/20 Tanggal 19 Nopember 2020,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 074 ANJ TN CPO 11 20 TANGGAL 19 NOPEMBER 2020,302510,
CRUDE PALM OIL,CRUDE PALM OIL,302850,CPO
CRUDE PALM OIL,CRUDE PALM OIL,302920,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 058/ANJ-TN/CPO/08/21 Tanggal 05 Agustus 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 058 ANJ TN CPO 08 21 TANGGAL 05 AGUSTUS 2021,303250,
CPO ,CPO,303370,CPO
Crude Palm Oil,CRUDE PALM OIL,303740,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 088/ANJ-TN/CPO/12/20 Tanggal 04 Januari 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 088 ANJ TN CPO 12 20 TANGGAL 04 JANUARI 2021,303810,
FFA Premium 2350/CPO/2250/21/C044,FFA PREMIUM 2350 CPO 2250 21 C044,304100,CPO
Palm Kernel,PALM KERNEL,304210,
CRUDE PALM OIL,CRUDE PALM OIL,304330,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C002",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C002,304330,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE PKS BUMIPALMA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE PKS BUMIPALMA KE BULKING RENGAT,304600,
CRUDE PALM OIL,CRUDE PALM OIL,304920,CPO
Palm Kernel,PALM KERNEL,305200,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/21/C026",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 21 C026,305270,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,305360,
Crude Palm Oil,CRUDE PALM OIL,305460,CPO
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil (CPO) No. Kontrak 026/ANJ-TN/CPO/04/21 Tanggal 26 April 2021,TAGIHAN ONGKOS ANGKUT CPO BIAYA PENGANGKUTAN CRUDE PALM OIL CPO NO KONTRAK 026 ANJ TN CPO 04 21 TANGGAL 26 APRIL 2021,305490,
CRUDE PALM OIL,CRUDE PALM OIL,305965,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT - PKS BUMIPALMA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT,306020,
PALM KERNEL,PALM KERNEL,306640,
CRUDE PALM OIL,CRUDE PALM OIL,308160,CPO
CRUDE PALM OIL,CRUDE PALM OIL,308390,CPO
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,309520,
CRUDE PALM OIL,CRUDE PALM OIL,309790,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,310610,
CRUDE PALM OIL,CRUDE PALM OIL,316220,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,317860,
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,318870,
PALM KERNEL,PALM KERNEL,319280,
CRUDE PALM OIL,CRUDE PALM OIL,320000,CPO
Palm Kernel,PALM KERNEL,320000,
UANG MUKA CRUDE PALM OIL (CPO) SESUAI KONTRAK NO. SO.008.2/10213/07-2021.22-152 DAN INVOICE NO. IDP.008.1/10213/07-2021.22-137 ,UANG MUKA CRUDE PALM OIL CPO SESUAI KONTRAK NO SO 008 2 10213 07 2021 22 152 DAN INVOICE NO IDP 008 1 10213 07 2021 22 137,320000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,323910,
TBS Periode 09 s.d 11 Juli 2021,TBS PERIODE 09 S D 11 JULI 2021,324945.5938,TBS
PALM KERNEL,PALM KERNEL,326830,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,329580,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,330760,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,331700,
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,333820,
TBS PERIODE 10 FEBRUARI 2021,TBS PERIODE 10 FEBRUARI 2021,335999.5938,TBS
TBS PERIODE 11 MARET 2021,TBS PERIODE 11 MARET 2021,336028.5938,TBS
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,337470,
Crude Palm Oil,CRUDE PALM OIL,338030,CPO
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARAIPERSADA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARAIPERSADA KE BULKING RENGAT,342440,
UANG MUKA ATAS CPO,UANG MUKA ATAS CPO,343000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,344260,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,344990,
CRUDE PALM OIL,CRUDE PALM OIL,346070,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,346150,
CRUDE PALM OIL,CRUDE PALM OIL,346520,CPO
Crude Palm Oil,CRUDE PALM OIL,346700,CPO
CRUDE PALM OIL,CRUDE PALM OIL,346780,CPO
Crude Palm Oil,CRUDE PALM OIL,346850,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,347710,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,347880,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,347930,
Crude Palm Oil,CRUDE PALM OIL,348250,CPO
Crude Palm Oil,CRUDE PALM OIL,348910,CPO
CRUDE PALM OIL,CRUDE PALM OIL,349800,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,349860,
CPO-CRUDE PALM OIL,CPO CRUDE PALM OIL,350000,CPO
MINYAK KELAPA SAWIT,MINYAK KELAPA SAWIT,350000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,350100,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,350190,
CRUDE PALM OIL,CRUDE PALM OIL,350220,CPO
PALM KERNEL,PALM KERNEL,350250,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,350490,
"Transport CPO Via Sungai	 (DO 1454/CPO/1454/21/T172)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1454 21 T172",350640,
PALM KERNEL,PALM KERNEL,358935,
Panjar Penjualan CPO,PANJAR PENJUALAN CPO,360000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,363330,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,364090,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,365050,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,365830,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,369580,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,369670,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,373350,
CRUDE PALM OIL,CRUDE PALM OIL,373970,CPO
Palm Kernel,PALM KERNEL,375000,
PALM KERNEL,PALM KERNEL,375030,
CRUDE PALM OIL,CRUDE PALM OIL,375410,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,377980,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,383440,
Palm Kernel,PALM KERNEL,385985,
TBS PERIODE 21 APRIL 2021,TBS PERIODE 21 APRIL 2021,387781.0938,TBS
Crude Palm Oil,CRUDE PALM OIL,389680,CPO
CRUDE PALM OIL,CRUDE PALM OIL,393260,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,393320,
Crude Palm Oil,CRUDE PALM OIL,394360,CPO
Crude Palm Oil,CRUDE PALM OIL,397150,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C024",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C024,398010,
Crude Palm Oil (CPO) HS Code : 1511.10.00,CRUDE PALM OIL CPO HS CODE  1511 10 00,398313,CPO
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,398330,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,398410,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,398440,
Crude Palm Oil,CRUDE PALM OIL,398640,CPO
Crude Palm Oil,CRUDE PALM OIL,398710,CPO
CRUDE PALM OIL,CRUDE PALM OIL,399140,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,399250,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,399430,CPO
CRUDE PALM OIL,CRUDE PALM OIL,399510,CPO
FFA Premium 2250/CPO/2250/21/C046,FFA PREMIUM 2250 CPO 2250 21 C046,399930,CPO
Crude Palm Oil ,CRUDE PALM OIL,399980,CPO
CPO,CPO,400000,CPO
Crude Palm Oil,CRUDE PALM OIL,400000,CPO
PALM KERNEL- RSPO MB,PALM KERNEL RSPO MB,400000,
Palm Kernel,PALM KERNEL,400000,
Palm Kernel Oil,PALM KERNEL OIL,400000,
Uang Muka CPO 80%,UANG MUKA CPO 80,400000,CPO
Uang Muka CPO 90% atas SPJB No : 099/MMAL-CBU/CPO/XI/2021,UANG MUKA CPO 90 ATAS SPJB NO  099 MMAL CBU CPO XI 2021,400000,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/21/C058",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 21 C058,400070,
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,400580,
CRUDE PALM OIL,CRUDE PALM OIL,400710,CPO
PALM KERNEL,PALM KERNEL,401457,
CRUDE PALM OIL,CRUDE PALM OIL,401901,CPO
CRUDE PALM OIL,CRUDE PALM OIL,402050,CPO
Crude Palm Oil,CRUDE PALM OIL,402110,CPO
Palm Kernel Oil,PALM KERNEL OIL,402650,
PALM KERNEL,PALM KERNEL,403620,
Crude Palm Oil,CRUDE PALM OIL,403980,CPO
Crude Palm Oil,CRUDE PALM OIL,404310,CPO
Crude Palm Oil,CRUDE PALM OIL,405540,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,406720,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,407660,
CRUDE PALM OIL,CRUDE PALM OIL,410000,CPO
PALM KERNEL,PALM KERNEL,414439,
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,414440,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,419050,
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,419790,
Crude Palm Oil,CRUDE PALM OIL,441052,CPO
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,442560,
CRUDE PALM OIL,CRUDE PALM OIL,444950,CPO
CRUDE PALM OIL,CRUDE PALM OIL,445180,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,445350,
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,445970,
Down Payment 90 % atas penjualan Crude Palm Oil (CPO) dari total kontrak 500.000 Kg,DOWN PAYMENT 90  ATAS PENJUALAN CRUDE PALM OIL CPO DARI TOTAL KONTRAK 500 000 KG,450000,CPO
PENJUALAN CPO (112/CPO/KSP-TN/IX/2021),PENJUALAN CPO 112 CPO KSP TN IX 2021,450000,CPO
"Transport CPO Via Sungai	 (DO 1454/CPO/1454/21/T007)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1454 21 T007",450600,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,451870,
CRUDE PALM OIL,CRUDE PALM OIL,454410,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,455370,
TBS PERIODE 14-15 APRIL 2021,TBS PERIODE 14 15 APRIL 2021,456533.5938,TBS
CRUDE PALM OIL,CRUDE PALM OIL,460000,CPO
TBS PERIODE 12 MARET 2021,TBS PERIODE 12 MARET 2021,465476.0938,TBS
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,470870,
CRUDE PALM OIL,CRUDE PALM OIL,471030,CPO
PALM KERNEL,PALM KERNEL,475000,
CRUDE PALM OIL,CRUDE PALM OIL,479610,CPO
CRUDE PALM OIL,CRUDE PALM OIL,480160,CPO
Palm Kernel Oil,PALM KERNEL OIL,483170,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,489550,
UANG MUKA ATAS CPO,UANG MUKA ATAS CPO,490000,CPO
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,491230,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,492240,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,492460,
CRUDE PALM OIL,CRUDE PALM OIL,492870,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,493100,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,493270,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,494870,
Crude Palm Oil,CRUDE PALM OIL,495760,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/21/C041",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 21 C041,496270,
Crude Palm Oil,CRUDE PALM OIL,496734,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C033",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C033,496790,
CRUDE PALM OIL,CRUDE PALM OIL,496930,CPO
CRUDE PALM OIL,CRUDE PALM OIL,497080,CPO
Crude Palm Oil,CRUDE PALM OIL,497670,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C041",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C041,497970,
Pelunasan 20% Crude Palm Oil Kontrak No. PAJ-TN/CPO/047/IV/2021 & PO 9100075433,PELUNASAN 20 CRUDE PALM OIL KONTRAK NO PAJ TN CPO 047 IV 2021  PO 9100075433,498170,CPO
Crude Palm Oil,CRUDE PALM OIL,498220,CPO
Crude Palm Oil,CRUDE PALM OIL,498260,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,498290,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2451/CPO/2850/21/C014",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2451 CPO 2850 21 C014,498520,
Crude Palm Oil,CRUDE PALM OIL,498820,CPO
Crude Palm Oil,CRUDE PALM OIL,498900,CPO
Crude Palm Oil,CRUDE PALM OIL,498990,CPO
Crude Palm Oil,CRUDE PALM OIL,499030,CPO
CRUDE PALM OIL,CRUDE PALM OIL,499090,CPO
Crude Palm Oil,CRUDE PALM OIL,499100,CPO
PALM KERNEL,PALM KERNEL,499116,
Crude Palm Oil,CRUDE PALM OIL,499140,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2451/CPO/2850/21/C010",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2451 CPO 2850 21 C010,499410,
CRUDE PALM OIL,CRUDE PALM OIL,499500,CPO
Crude Palm Oil,CRUDE PALM OIL,499500,CPO
Crude Palm Oil,CRUDE PALM OIL,499580,CPO
PALM KERNEL,PALM KERNEL,499591,
Palm Kernel,PALM KERNEL,499680,
PALM KERNEL,PALM KERNEL,499747,
Pelunasan CPO (Crude Palm Oil) Kontrak No. 0054/SMK-TNG/CPO/II/2021,PELUNASAN CPO CRUDE PALM OIL KONTRAK NO 0054 SMK TNG CPO II 2021,499760,CPO
Crude Palm Oil,CRUDE PALM OIL,499970,CPO
Crude Palm Oil,CRUDE PALM OIL,499986,CPO
ANGKUTAN CRUDE PALM OIL ( CPO ),ANGKUTAN CRUDE PALM OIL  CPO,500000,
CPO,CPO,500000,CPO
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,500000,CPO
PALM KERNEL OIL (MINYAK INTI SAWIT),PALM KERNEL OIL MINYAK INTI SAWIT,500000,
Pelunasan 20% atas SPJB No : 048/MMAL-CBU/CPO/XII/2020,PELUNASAN 20 ATAS SPJB NO  048 MMAL CBU CPO XII 2020,500000,CPO
Pelunasan CPO 10% atas SPJB No : 085/MMAL-CBU/CPO/X/2021,PELUNASAN CPO 10 ATAS SPJB NO  085 MMAL CBU CPO X 2021,500000,CPO
"Penjualan CPO Sesuai No.Kontrak : 11/GLP-CPO/II/2021, KP/PO : 9100073151, Qty : 500 Ton",PENJUALAN CPO SESUAI NO KONTRAK  11 GLP CPO II 2021 KP PO  9100073151 QTY  500 TON,500000,CPO
Uang Muka CPO 90% atas SPJB No : 046/MMAL-CBU/CPO/V/2021,UANG MUKA CPO 90 ATAS SPJB NO  046 MMAL CBU CPO V 2021,500000,CPO
Uang Muka CPO 90% atas SPJB No : 069/MMAL-CBU/CPO/VIII/2021,UANG MUKA CPO 90 ATAS SPJB NO  069 MMAL CBU CPO VIII 2021,500000,CPO
Uang Muka Crude Palm Oil (CPO) Kontrak No. 0054/SMK-TNG/CPO/II/2021,UANG MUKA CRUDE PALM OIL CPO KONTRAK NO 0054 SMK TNG CPO II 2021,500000,CPO
Crude Palm Oil,CRUDE PALM OIL,500030,CPO
Palm Kernel,PALM KERNEL,500050,
ONGKOS ANGKUTAN LAUT KAPAL KM SUMBER REJEKI 88 MUAT INTI SAWIT DARI KETAPANG KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM SUMBER REJEKI 88 MUAT INTI SAWIT DARI KETAPANG KE LAMPUNG,500200,
Crude Palm Oil,CRUDE PALM OIL,500420,CPO
Biaya Angkut CPO,BIAYA ANGKUT CPO,500459,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,500730,
PALM KERNEL,PALM KERNEL,500758,
PALM KERNEL,PALM KERNEL,500902,
PALM KERNEL,PALM KERNEL,500928,
PELUNASAN PALM KERNEL,PELUNASAN PALM KERNEL,501210,
Crude Palm Oil,CRUDE PALM OIL,501216,CPO
Crude Palm Oil,CRUDE PALM OIL,501850,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,502280,
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.MUARA KANDIS MILL KE BULKING BOOM BARU, DO : 2850/CPO/2850/21/C046",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 21 C046,502720,
CRUDE PALM OIL,CRUDE PALM OIL,503060,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.BUMI SAWIT PERMAI KE BULKING BOOM BARU, DO : 2750/CPO/2750/21/C043",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS BUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750 CPO 2750 21 C043,503240,
Palm Kernel Oil,PALM KERNEL OIL,503860,
Palm Kernel Oil,PALM KERNEL OIL,505200,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,505700,
Pelunasan 20% Crude Palm Oil Kontrak No. PAJ-TN/CPO/005/I/2021 & PO 9100071922,PELUNASAN 20 CRUDE PALM OIL KONTRAK NO PAJ TN CPO 005 I 2021  PO 9100071922,508920,CPO
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,516090,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,516870,
PALM KERNEL,PALM KERNEL,519120,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,519360,
CRUDE PALM OIL,CRUDE PALM OIL,520000,CPO
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,539030,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,542380,
CRUDE PALM OIL,CRUDE PALM OIL,550000,CPO
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,551650,
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,557870,
CRUDE PALM OIL,CRUDE PALM OIL,560000,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,561670,
TBS PERIODE 15 OKTOBER 2021,TBS PERIODE 15 OKTOBER 2021,563293,TBS
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,569850,
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,573000,
TBS PERIODE 22 DESEMBER 2021,TBS PERIODE 22 DESEMBER 2021,573593.625,TBS
CRUDE PALM OIL,CRUDE PALM OIL,580000,CPO
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,593150,
Crude Palm Oil,CRUDE PALM OIL,595980,CPO
Tuslaag CPO,TUSLAAG CPO,596330,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,597060,
Crude Palm Oil,CRUDE PALM OIL,597260,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.BUMI SAWIT PERMAI KE BULKING BOOM BARU, DO : 2750/CPO/2750/21/C007",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS BUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750 CPO 2750 21 C007,598160,
Crude Palm Oil,CRUDE PALM OIL,598170,CPO
CRUDE PALM OIL,CRUDE PALM OIL,599110,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,599150,
PALM KERNEL,PALM KERNEL,599170,
CRUDE PALM OIL,CRUDE PALM OIL,599240,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,599620,
CRUDE PALM OIL - 012/RSIL/CPO/III/2021,CRUDE PALM OIL  012 RSIL CPO III 2021,600000,CPO
JASA ANGKUT CPO,JASA ANGKUT CPO,600000,
PALM KERNEL RSPO-MB,PALM KERNEL RSPO MB,600000,
Pelunasan CPO 10% atas SPJB No : 078/MMAL-CBU/CPO/IX/2021,PELUNASAN CPO 10 ATAS SPJB NO  078 MMAL CBU CPO IX 2021,600000,CPO
Uang Muka CPO 90% atas SPJB No : 074/MMAL-CBU/CPO/VIII/2021,UANG MUKA CPO 90 ATAS SPJB NO  074 MMAL CBU CPO VIII 2021,600000,CPO
Uang Muka CPO 90% atas SPJB No : 076/MMAL-CBU/CPO/IX/2021,UANG MUKA CPO 90 ATAS SPJB NO  076 MMAL CBU CPO IX 2021,600000,CPO
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,600690,
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,601520,
Biaya Angkut CPO dari Pulang Pisau tujuan Kumai dengan TB. Senggora Escort/ TK. Senggora Crystal,BIAYA ANGKUT CPO DARI PULANG PISAU TUJUAN KUMAI DENGAN TB SENGGORA ESCORT TK SENGGORA CRYSTAL,604022,
Crude Palm Oil,CRUDE PALM OIL,606659,CPO
"ONGKOS ANGKUT CPO (CRUDE PALM OIL) DARI PKS.PANGKALAN PANJI  MILL KE BULKING BOOM BARU, DO : 2450/CPO/2450/21/C019",ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C019,609340,
CRUDE PALM OIL,CRUDE PALM OIL,610000,CPO
Crude Palm Oil,CRUDE PALM OIL,611910,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,618180,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,639650,
Crude Palm Oil,CRUDE PALM OIL,646260,CPO
PALM KERNEL,PALM KERNEL,650000,
CRUDE PALM OIL,CRUDE PALM OIL,650250,CPO
Crude Palm Oil,CRUDE PALM OIL,650530,CPO
Freight Palm Kernel (Inti Sawit) Dari Ketapang Ke Lampung Via KM. Mellisa Sebanyak:,FREIGHT PALM KERNEL INTI SAWIT DARI KETAPANG KE LAMPUNG VIA KM MELLISA SEBANYAK,650640,
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,664330,
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,670490,
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,679270,
TBS PERIODE 21 DESEMBER 2021,TBS PERIODE 21 DESEMBER 2021,686895.1875,TBS
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,688070,
