NamaBarang,JumlahBarang,type,category,confidenceLevel,explanation,quantity
CRUDE PALM OIL,27970.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
PKPalm Kernel Kontrak No007PSJCPKI2021,28320.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel oil processing equipment.,1
PKPalm Kernel Kontrak No054PSJCPKIV2021,28320.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel processing machines.,1
CRUDE PALM OIL KG,28420.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,1000.0
Crude Palm Oil,28693.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
PKPalm Kernel Kontrak No003PSJCPKI2021,28700.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel oil processing equipment.,1
Ongkos Angkut TBS DIV 4,28760.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PALM KERNEL,28910.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used in the processing of palm oil.,0
PALM KERNEL OIL,29070.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
TBS Periode 05  06 Juli 2021,29106.0,service,Transport service,0.8,TBS Periode 05 refers to a transportation service for palm oil products.,1
CPOCrude Palm Oil Kontrak No005PSJCCPOI2021,29250.0,product,Primary,1.0,Copra is a primary product of oil palm fruit.,5000
CPOCrude Palm Oil NoKontrak 039PMCCPOIII2021,29270.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PKPalm Kernel NoKontrak 064PMCPKIV2021,29290.0,service,Maintenance/Repair Service,0.8,PKPalm Kernel is a service provider for palm kernel processing,1
CRUDE PALM OIL,29362.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPOCrude Palm Oil NoKontrak 017PMCCPOI2021,29370.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PKPalm Kernel NoKontrak 082PMCPKV2021,29520.0,service,Maintenance/Repair Service,0.9,PKPalm Kernel NoKontrak 082PMCPKV2021 is a maintenance and repair service for palm kernel processing machines.,1
TBS PERIODE 01  02 JUNI 2021,29600.30078,service,Transport service,0.8,TBS PERIODE 01 is a transportation service for palm oil products.,0
CRUDE PALM OIL,29690.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Ongkos Angkut TBS DIV 2,29830.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PK Palm Kernel Kontrak 004PKIMTLILII2021,29920.0,service,Maintenance/Repair Service,0.8,The text mentions 'Kontrak' which is a service related to the maintenance and repair of palm kernel processing machines.,1
TBS PERIODE 13  NOVEMBER 2021,29927.90039,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
CRUDE PALM OIL,30020.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
CRUDE PALM OIL,30100.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PK Palm Kernel Kontrak 013PKIMTLILVIII2021,30280.0,service,Maintenance/Repair Service,0.8,The text mentions 'Kontrak' which is a service related to the maintenance and repair of palm kernel processing machines.,1
CRUDE PALM OIL,30870.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PK Palm Kernel Kontrak 012PKIMTLILVIII2021,30870.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel.,1
CLAIM CPO,30890.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
TBS PER 1631 DES 2021 TT 2012,31324.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
BENIH KELAPA SAWITDAMIMAS,31905.0,product,Primary,1.0,BENIH KELAPA SAWITDAMIMAS is a type of oil palm fruit which is the primary product of the industry.,1
PENJUALAN CRUDE PALM OIL,31970.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,5000.0
CRUDE PALM OIL,32250.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPO Crude Palm Oil Kontrak 017CPOIMTLILVI2021,32260.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PALM KERNEL,32650.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CPO Crude Palm Oil Kontrak 006CPOIMTLILIII2021,32690.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
TBS PERIODE 12  13 JULI 2021,33038.89844,service,Maintenance/Repair Service,0.8,TBS PERIODE 12 refers to a maintenance or repair service for palm oil processing equipment.,1
Bibit Kelapa Sawit,33333.0,product,Primary,1.0,Bibit Kelapa Sawit is a type of oil palm fruit which is the primary input for palm oil processing.,0
CRUDE PALM OIL,33510.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Crude Palm Oil,34136.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
TBS Periode 15 Maret 2021,34567.60156,service,Maintenance/Repair Service,0.8,The text mentions 'periode' which is a service related to maintenance and repair of palm oil processing equipment.,1
Crude Palm Oil,34600.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 1,34610.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit,1
Ongkos Angkut TBS DIV 4,34660.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
TBS PERIODE 22  23 MARET 2021,34889.80078,service,Transport service,0.8,TBS PERIODE 22 refers to the period of time during which transport services are provided.,1
CRUDE PALM OIL,34925.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPOCrude Palm Oil Kontrak No004PSJCCPOI2021,35190.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PK Palm Kernel Kontrak 010PKIMTLILVII2021,35440.0,service,Maintenance/Repair Service,0.8,The text refers to a maintenance and repair service for palm kernel oil processing machines.,1
TBS PERIODE 21 DESEMBER 2021,35510.80078,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
PALM KERNEL PK,36000.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
TBS PERIODE 11  12 AGUSTUS 2021,36139.19922,service,Transport service,0.8,TBS PERIODE 11 refers to a transportation service for palm oil products.,12
Ongkos Angkut TBS DIV 3,36220.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 27 OKTOBER 2021,36246.10156,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for maintenance and repair of oil palm trees.,1
Palm Kernel,36731.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
TBS PERIODE 09  10 OKTOBER 2021,36803.5,service,Transport service,0.8,TBS PERIODE 09 refers to a transportation service for palm oil products.,10
Ongkos Angkut TBS DIV 7,37460.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
CPOCrude Palm Oil NoKontrak 089PMCCPOV2021,37520.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CPOCrude Palm Oil NoKontrak 066PMCCPOIV2021,37830.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
Ongkos Angkut TBS Div 5,38170.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Palm Kernel,38190.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No027PSJCCPOII2021,38770.0,service,Maintenance/Repair Service,0.8,The text mentions 'Pembayaran Uang Muka' which is a payment service for palm oil contracts.,1
TBS PER 1631 DES 2021 TT 2011,39181.0,service,Transport service,0.8,TBS PER 1631 DES 2021 TT 2011 is a transport service for palm oil products.,1
Ongkos Angkut TBS DIV 3,39340.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PENJUALAN CRUDE PALM OIL,39340.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,5000.0
CPOCrude Palm Oil NoKontrak 150PMCCPOIX2021,39450.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,150
Crude Palm Oil,39519.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
TBS Periode 17 Juni 2021,39741.30078,service,Maintenance/Repair Service,0.8,The text mentions 'periode' which is a service related to maintenance and repair of palm oil processing equipment.,1
CRUDE PALM OIL,39800.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Palm Kernel,39923.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,40050.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,40120.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PALM KERNEL CURAH  MB Mass Balance  RSPO CertifiedCertificate Code  MUTURSPO062,40580.0,product,Primary,1.0,"PALM KERNEL CURAH is a part of the oil palm fruit such as palm kernel, palm shell, etc.",0
TBS PER 0115 DES 2021 TT 2013,40676.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
TBS PERIODE 26 FEBRUARI 2021,41839.5,service,Maintenance/Repair Service,0.8,TBS PERIODE 26 FEBRUARI 2021 refers to a maintenance or repair service for palm oil processing equipment.,1
Ongkos Angkut TBS Div 4,41990.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,42278.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 3,42630.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 16 DESEMBER 2021,42716.80078,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
INTI SAWIT,42750.0,service,Transport service,0.8,Inti Sawit is a transportation service provider for oil palm fruit.,1
Crude Palm Oil,43373.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Palm Kernel,44447.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut TBS DIV 2,45360.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
TBS Periode 0607 Desember 2021,45962.0,service,Maintenance/Repair Service,0.8,TBS Periode 0607 Desember 2021 is a maintenance and repair service for palm oil processing machines and equipment.,1
CRUDE PALM OIL,46000.0,product,Primary,1.0,Crude palm oil is a product derived from the fruit of the oil palm tree.,0
PENJUALAN PALM KERNEL,46200.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,500
TBS Periode 29 sd 30 November 2021,46205.89844,service,Maintenance/Repair Service,0.8,TBS Periode 29 refers to a period of time for maintenance and repair services related to palm oil processing.,1
Palm Kernel,46528.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
UANG MUKA PALM KERNEL,46970.0,product,Primary,1.0,Uang Muka Palm kernel is a primary product of oil palm fruit.,100
Crude Palm Oil,47309.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
TBS PER 1630 NOV 2021 TT 2008,47485.0,service,Transport service,0.9,The text mentions 'TBS PER' which is a transportation service provider.,1
PK Palm Kernel,47500.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 073PMCCPOIV2021,48850.0,service,Maintenance/Repair Service,0.8,The text refers to the payment of a maintenance fee for a contract related to crude palm oil.,1
PALM KERNEL,49130.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
TBS PERIODE 16  17 OKTOBER 2021,49182.10156,service,Transport service,0.8,"The text mentions 'TBS PERIODE 16' and 'OKTOBER 2021', which suggests that the product is related to transportation services.",1
Ongkos Angkut TBS Div 1,49270.0,service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
PENJUALAN CRUDE PALM OIL,49370.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,5000.0
CPOCrude Palm Oil Kontrak No053PSJCCPOIV2021,49620.0,product,Primary,1.0,Copra is a primary product of oil palm fruit.,53
TBS PER 1631 DES 2021 TT 2013,49650.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
CRUDE PALM OIL,49980.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,49980.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut CPO,50010.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for oil palm fruit,1
Crude Palm Oil,50160.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Palm Kernel,50167.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PALM KERNEL,50450.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
CPO Crude Palm Oil Kontrak 001CPOIMTLILI2021,50900.0,product,Primary,1.0,CPO Crude Palm Oil Kontrak 001CPOIMTLILI2021 is a primary product of the oil palm fruit.,1
TBS Periode 07 sd 08 Juni 2021,51216.80078,service,Maintenance/Repair Service,0.9,"The text mentions the date and period of the maintenance service, indicating that it is related to maintenance or repair of something.",1
PENJUALAN PALM KERNEL,51490.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,500
CPOCrude Palm Oil Kontrak No012PSJCCPOI2021,51570.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
TBS PER 1631 OKT 2021 TT 2008,51809.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,2008
UANG MUKA CRUDE PALM OIL,51830.0,product,Primary,1.0,"Uang Muka Crude Palm Oil is a product that falls under the category of Primary, which refers to materials directly related to the processing of palm oil such as palm kernel, palm shell, etc.",500
CPOCrude Palm Oil Kontrak No002PSJCCPOI2021,51980.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
PENJUALAN PALM KERNEL,52130.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,5000
TBS PERIODE 25 MEI 2021,52631.0,service,Maintenance/Repair Service,0.8,TBS PERIODE 25 MEI 2021 is a maintenance and repair service for oil palm trees.,1
PALM KERNEL,52960.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,54140.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut TBS Div 4,54790.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PALM KERNEL,54850.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
TBS PER 0115 DES 2021 TT 2012,54981.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
TBS PERIODE 02  03 AGUSTUS 2021,55336.39844,service,Maintenance/Repair Service,0.8,TBS PERIODE 02 refers to the second period of TBS (Tanah Bersih Sdn Bhd) which is a company that provides maintenance and repair services for oil palm trees.,1
Palm Kernel,55450.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
KLAIM MUTU CPO,56201.20313,product,Primary,1.0,KLAIM MUTU CPO is a type of oil palm fruit.,1
PALM KERNEL,56740.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
PANJAR PALM KERNEL KONTRAK NO 012SJMSKJBPKII2021,57000.0,service,Maintenance/Repair Service,0.8,PANJAR PALM KERNEL KONTRAK NO 012SJMSKJBPKII2021 is a maintenance or repair service contract for palm kernel processing equipment.,1
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 053PMCCPOIII2021,57130.0,service,Maintenance/Repair Service,0.8,The text mentions 'Pembayaran Uang Muka' which is a payment service for palm oil processing contracts.,1
PK PALM KERNEL,57368.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
